original_file_name,id_A,id_B,sentence_count_A,sentence_count_B,level_A,level_B,collab_score_avg_A,collab_score_avg_B,fragment_count_A,fragment_count_B,fragment_count_all,fragments_A,fragments_B,fragments_all
,,,,,,,,,,,,,,Bye see you later
,,,,,,,,,,,,,,Okay
,,,,,,,,,,,,,,B
,,,,,,,,,,,,,,Bye
22250&22493_S.txt,A493,B250,2,1,2,2,4,4,2,1,3,,,
,,,,,,,,,,,, Hi Adnan,,
,,,,,,,,,,,,I think,,
,,,,,,,,,,,,, Yeah but uh there,
,,,,,,,,,,,,,, Yeah but uh there
,,,,,,,,,,,,,,Hi Adnan
,,,,,,,,,,,,,,I think
22269&22329_S.txt,A329,B269,12,12,2,2,3,3,2,1,3,,,
,,,,,,,,,,,, Thank you for for uh give me good luck,,
,,,,,,,,,,,,Thank you,,
,,,,,,,,,,,,, Thank you, A,
,,,,,,,,,,,,,, Thank you, A
,,,,,,,,,,,,,,Thank you for for uh give me good luck
,,,,,,,,,,,,,,Thank you
22279&22097_S.txt,A279,B097,32,35,2,2,4,4,9,10,17,,,
,,,,,,,,,,,, Yeah,,
,,,,,,,,,,,,High cost,,
,,,,,,,,,,,,Hi A,,
,,,,,,,,,,,,Uh in the mall there is no tattoo store,,
,,,,,,,,,,,,Uh,,
,,,,,,,,,,,,For clothes,,
,,,,,,,,,,,,For open this store?,,
,,,,,,,,,,,,So,,
,,,,,,,,,,,,Okay,,
,,,,,,,,,,,,, Yeah,
,,,,,,,,,,,,,They a lot of people uh they a lot of shop gonna challenge for my for my shop,
,,,,,,,,,,,,,Uh-huh,
,,,,,,,,,,,,,Great,
,,,,,,,,,,,,,Uh,
,,,,,,,,,,,,,The first shop in the mall,
,,,,,,,,,,,,,Okay,
,,,,,,,,,,,,,Hi,
,,,,,,,,,,,,,Clothes,
,,,,,,,,,,,,,What about what about you?,
,,,,,,,,,,,,,, Yeah
,,,,,,,,,,,,,,High cost
,,,,,,,,,,,,,,Hi A
,,,,,,,,,,,,,,They a lot of people uh they a lot of shop gonna challenge for my for my shop
,,,,,,,,,,,,,,Uh in the mall there is no tattoo store
,,,,,,,,,,,,,,Great
,,,,,,,,,,,,,,Uh
,,,,,,,,,,,,,,Uh-huh
,,,,,,,,,,,,,,The first shop in the mall
,,,,,,,,,,,,,,Okay
,,,,,,,,,,,,,,For clothes
,,,,,,,,,,,,,,Hi
,,,,,,,,,,,,,,Clothes
,,,,,,,,,,,,,,For open this store?
,,,,,,,,,,,,,,So
,,,,,,,,,,,,,,What about what about you?
,,,,,,,,,,,,,,Okay
22292&22136_S.txt,A292,B136,26,19,2,2,3,3,7,4,11,,,
,,,,,,,,,,,, Hi B,,
,,,,,,,,,,,,Oh okay,,
,,,,,,,,,,,,Let's start with my choice,,
,,,,,,,,,,,,Sounds good,,
,,,,,,,,,,,,What about your threat ?,,
,,,,,,,,,,,,What about you?,,
,,,,,,,,,,,,Oh,,
,,,,,,,,,,,,, Uh-huh,
,,,,,,,,,,,,,Hi,
,,,,,,,,,,,,,I see,
,,,,,,,,,,,,,Okay,
,,,,,,,,,,,,,, Uh-huh
,,,,,,,,,,,,,,Hi B
,,,,,,,,,,,,,,Oh okay
,,,,,,,,,,,,,,Okay
,,,,,,,,,,,,,,Let's start with my choice
,,,,,,,,,,,,,,Hi
,,,,,,,,,,,,,,I see
,,,,,,,,,,,,,,Sounds good
,,,,,,,,,,,,,,What about your threat ?
,,,,,,,,,,,,,,What about you?
,,,,,,,,,,,,,,Oh
22298&22071_S.txt,A298,B071,9,7,2,2,4,4,0,1,1,,,
,,,,,,,,,,,,, B,
,,,,,,,,,,,,,, B
22314&22393_S.txt,A314,B393,46,40,2,2,4,4,12,12,22,,,
,,,,,,,,,,,, Yeah,,
,,,,,,,,,,,,Thank you, B,,
,,,,,,,,,,,,Hi uh B,,
,,,,,,,,,,,,Uh-huh,,
,,,,,,,,,,,,Drive through? Yeah,,
,,,,,,,,,,,,I'll tell you about I'll tell you about,,
,,,,,,,,,,,,m,,
,,,,,,,,,,,,Drive through?,,
,,,,,,,,,,,,Okay thank you,,
,,,,,,,,,,,,and the coffee gonna stay open til twenty fours hours,,
,,,,,,,,,,,,My idea,,
,,,,,,,,,,,,And,,
,,,,,,,,,,,,, Thank you,
,,,,,,,,,,,,,Yeah,
,,,,,,,,,,,,,Drive through so uh sorry,
,,,,,,,,,,,,,Uh-huh,
,,,,,,,,,,,,,Thanks,
,,,,,,,,,,,,,Yeah but maybe allowed in uh in the mall uh to be twenty four hours,
,,,,,,,,,,,,,Okay,
,,,,,,,,,,,,,Okay right,
,,,,,,,,,,,,,Hi,
,,,,,,,,,,,,,Oh oh,
,,,,,,,,,,,,,Yeah but maybe maybe,
,,,,,,,,,,,,,Yeah but I,
,,,,,,,,,,,,,, Uh-huh
,,,,,,,,,,,,,,Yeah but maybe allowed in uh in the mall uh to be twenty four hours
,,,,,,,,,,,,,,Okay right
,,,,,,,,,,,,,,m
,,,,,,,,,,,,,,My idea
,,,,,,,,,,,,,,And
,,,,,,,,,,,,,,Yeah but I
,,,,,,,,,,,,,,Thank you
,,,,,,,,,,,,,,Thank you, B
,,,,,,,,,,,,,,Hi uh B
,,,,,,,,,,,,,,Drive through so uh sorry
,,,,,,,,,,,,,,Thanks
,,,,,,,,,,,,,,Okay
,,,,,,,,,,,,,,Okay thank you
,,,,,,,,,,,,,,Yeah
,,,,,,,,,,,,,,Hi
,,,,,,,,,,,,,,Drive through?
,,,,,,,,,,,,,,Oh oh
,,,,,,,,,,,,,,and the coffee gonna stay open til twenty fours hours
,,,,,,,,,,,,,,Drive through? Yeah
,,,,,,,,,,,,,,I'll tell you about I'll tell you about
,,,,,,,,,,,,,,Yeah but maybe maybe
22315&22331_S.txt,A331,B315,7,6,2,2,4,4,1,1,2,,,
,,,,,,,,,,,, Alright thank you so much for your NTA,,
,,,,,,,,,,,,, B,
,,,,,,,,,,,,,, B
,,,,,,,,,,,,,,Alright thank you so much for your NTA
22319&22317_S.txt,A317,B319,20,13,2,2,4,4,2,1,3,,,
,,,,,,,,,,,, Wow,,
,,,,,,,,,,,,There is just two sport shop in Flagstaff,,
,,,,,,,,,,,,, Thank you,
,,,,,,,,,,,,,, Thank you
,,,,,,,,,,,,,,Wow
,,,,,,,,,,,,,,There is just two sport shop in Flagstaff
22320&22047_S.txt,A047,B320,7,5,2,2,4,4,0,1,1,,,
,,,,,,,,,,,,, Okay then A uh I'll call the I'll call to the mall service uh tonight to choose uh the perfect location and,
,,,,,,,,,,,,,, Okay then A uh I'll call the I'll call to the mall service uh tonight to choose uh the perfect location and
22338&22423_S.txt,A423,B338,15,11,2,2,3,4,3,2,5,,,
,,,,,,,,,,,, Uh,,
,,,,,,,,,,,,Let's open a burger restaurant,,
,,,,,,,,,,,,How about you?,,
,,,,,,,,,,,,, A?,
,,,,,,,,,,,,,What about you,
,,,,,,,,,,,,,, A?
,,,,,,,,,,,,,,Let's open a burger restaurant
,,,,,,,,,,,,,,How about you?
,,,,,,,,,,,,,,Uh
,,,,,,,,,,,,,,What about you
22389&22228_S.txt,A228,B389,11,11,2,2,4,4,3,2,5,,,
,,,,,,,,,,,, Uh okay uh let's do that,,
,,,,,,,,,,,,Uh uh why?,,
,,,,,,,,,,,,Uh hi B,,
,,,,,,,,,,,,, Hi,
,,,,,,,,,,,,,Huh?,
,,,,,,,,,,,,,, Huh?
,,,,,,,,,,,,,,Hi
,,,,,,,,,,,,,,Uh okay uh let's do that
,,,,,,,,,,,,,,Uh uh why?
,,,,,,,,,,,,,,Uh hi B
22397&22459_S.txt,A459,B397,11,10,2,2,4,4,4,3,7,,,
,,,,,,,,,,,, Thank you,,
,,,,,,,,,,,,Hello this A,,
,,,,,,,,,,,,Uh,,
,,,,,,,,,,,,in the mall,,
,,,,,,,,,,,,, Uh uh,
,,,,,,,,,,,,,My name B,
,,,,,,,,,,,,,oh oh,
,,,,,,,,,,,,,, Thank you
,,,,,,,,,,,,,,Uh uh
,,,,,,,,,,,,,,My name B
,,,,,,,,,,,,,,Uh
,,,,,,,,,,,,,,Hello this A
,,,,,,,,,,,,,,oh oh
,,,,,,,,,,,,,,in the mall
22415&22466_S.txt,A466,B415,14,16,2,2,3,3,2,1,3,,,
,,,,,,,,,,,, So…,,
,,,,,,,,,,,,Uh uh sell some souvenirs in the mall,,
,,,,,,,,,,,,, Uh after uh to do to do clothes uh uh institute too uh too much in uh in all this,
,,,,,,,,,,,,,, Uh after uh to do to do clothes uh uh institute too uh too much in uh in all this
,,,,,,,,,,,,,,So…
,,,,,,,,,,,,,,Uh uh sell some souvenirs in the mall
22431&22268_S.txt,A268,B431,16,16,2,2,4,4,3,4,6,,,
,,,,,,,,,,,, You agree?,,
,,,,,,,,,,,,Oh yeah okay uh yeah hi B uh what uh your ide-your store idea to start uh open it in uh in Flagstaff,,
,,,,,,,,,,,,Okay,,
,,,,,,,,,,,,, Uh,
,,,,,,,,,,,,,Let's do it,
,,,,,,,,,,,,,My my NTA sports store,
,,,,,,,,,,,,,Okay,
,,,,,,,,,,,,,, Let's do it
,,,,,,,,,,,,,,My my NTA sports store
,,,,,,,,,,,,,,Uh
,,,,,,,,,,,,,,You agree?
,,,,,,,,,,,,,,Okay
,,,,,,,,,,,,,,Oh yeah okay uh yeah hi B uh what uh your ide-your store idea to start uh open it in uh in Flagstaff
22466&22422_S.txt,A466,B422,9,11,2,2,3,3,1,1,2,,,
,,,,,,,,,,,, How about you?,,
,,,,,,,,,,,,, Thank you,
,,,,,,,,,,,,,, Thank you
,,,,,,,,,,,,,,How about you?
22527&22153_S.txt,A153,B527,14,15,2,2,4,4,4,3,7,,,
,,,,,,,,,,,, In Flagstaff,,
,,,,,,,,,,,,Hi B,,
,,,,,,,,,,,,Thank you,,
,,,,,,,,,,,,Uh okay,,
,,,,,,,,,,,,, NTA,
,,,,,,,,,,,,,Hi,
,,,,,,,,,,,,,Thank you,
,,,,,,,,,,,,,, Thank you
,,,,,,,,,,,,,,Thank you
,,,,,,,,,,,,,,NTA
,,,,,,,,,,,,,,Hi B
,,,,,,,,,,,,,,In Flagstaff
,,,,,,,,,,,,,,Hi
,,,,,,,,,,,,,,Uh okay
22575&22073_S.txt,A575,B073,47,40,2,2,4,4,16,14,27,,,
,,,,,,,,,,,, Yeah,,
,,,,,,,,,,,,Let's do it,,
,,,,,,,,,,,,Oh my God,,
,,,,,,,,,,,,NTA,,
,,,,,,,,,,,,Not for adults, not for,,
,,,,,,,,,,,,Sounds good huh,,
,,,,,,,,,,,,All the day,,
,,,,,,,,,,,,Let's,,
,,,,,,,,,,,,International food,,
,,,,,,,,,,,,Not any people,,
,,,,,,,,,,,,You're welcome,,
,,,,,,,,,,,,Probably,,
,,,,,,,,,,,,Also like uh not uh will not serve uh many many thing in the weekdays,,
,,,,,,,,,,,,Oh,,
,,,,,,,,,,,,Yes,,
,,,,,,,,,,,,Absolutely right,,
,,,,,,,,,,,,, Yes international food,
,,,,,,,,,,,,,And then some food maybe,
,,,,,,,,,,,,,Yeah,
,,,,,,,,,,,,,Thank you,
,,,,,,,,,,,,,Doesn't have,
,,,,,,,,,,,,,Uh only for children?,
,,,,,,,,,,,,,So uh,
,,,,,,,,,,,,,Because a lot of country NTA,
,,,,,,,,,,,,,Twenty bucks?,
,,,,,,,,,,,,,Okay,
,,,,,,,,,,,,,Maybe,
,,,,,,,,,,,,,So NTA25 A: Since since very expensive,
,,,,,,,,,,,,,Oh,
,,,,,,,,,,,,,Yes,
,,,,,,,,,,,,,, Oh my God
,,,,,,,,,,,,,,Doesn't have
,,,,,,,,,,,,,,NTA
,,,,,,,,,,,,,,Not for adults, not for
,,,,,,,,,,,,,,Uh only for children?
,,,,,,,,,,,,,,Because a lot of country NTA
,,,,,,,,,,,,,,All the day
,,,,,,,,,,,,,,And then some food maybe
,,,,,,,,,,,,,,Thank you
,,,,,,,,,,,,,,Let's do it
,,,,,,,,,,,,,,So uh
,,,,,,,,,,,,,,Twenty bucks?
,,,,,,,,,,,,,,Okay
,,,,,,,,,,,,,,Not any people
,,,,,,,,,,,,,,Probably
,,,,,,,,,,,,,,Maybe
,,,,,,,,,,,,,,Oh
,,,,,,,,,,,,,,Absolutely right
,,,,,,,,,,,,,,Yes international food
,,,,,,,,,,,,,,Yeah
,,,,,,,,,,,,,,Sounds good huh
,,,,,,,,,,,,,,So NTA25 A: Since since very expensive
,,,,,,,,,,,,,,Also like uh not uh will not serve uh many many thing in the weekdays
,,,,,,,,,,,,,,Yes
,,,,,,,,,,,,,,Let's
,,,,,,,,,,,,,,International food
,,,,,,,,,,,,,,You're welcome
23013&23472_B.txt,A472,B013,13,8,3,3,4,3,1,0,1,,,
,,,,,,,,,,,, Ok thank you,,
,,,,,,,,,,,,,, Ok thank you
23016&23037_A.txt,A037,B016,12,12,3,3,3,3,3,4,6,,,
,,,,,,,,,,,, Thank you,,
,,,,,,,,,,,,And cost money as well for,,
,,,,,,,,,,,,Electricity,,
,,,,,,,,,,,,, Welcome,
,,,,,,,,,,,,,Yeah,
,,,,,,,,,,,,,Electricity,
,,,,,,,,,,,,,Yes,
,,,,,,,,,,,,,, Thank you
,,,,,,,,,,,,,,Welcome
,,,,,,,,,,,,,,Yeah
,,,,,,,,,,,,,,And cost money as well for
,,,,,,,,,,,,,,Electricity
,,,,,,,,,,,,,,Yes
23032&23082_B.txt,A082,B032,9,9,3,3,4,4,2,0,2,,,
,,,,,,,,,,,, What about you?,,
,,,,,,,,,,,,Uh and and stay, stays for the family together uh anytime and uh self uh suffi –sufficient for the wash clothes and NTA and wash NTA,,
,,,,,,,,,,,,,, What about you?
,,,,,,,,,,,,,,Uh and and stay, stays for the family together uh anytime and uh self uh suffi –sufficient for the wash clothes and NTA and wash NTA
23042&23482_A.txt,A042,B482,7,8,3,3,2,3,1,5,5,,,
,,,,,,,,,,,, Yeah,,
,,,,,,,,,,,,, Good thing,
,,,,,,,,,,,,,Yeah,
,,,,,,,,,,,,,Uh-huh,
,,,,,,,,,,,,,Modern,
,,,,,,,,,,,,,Thank you for agreeing,
,,,,,,,,,,,,,, Good thing
,,,,,,,,,,,,,,Yeah
,,,,,,,,,,,,,,Uh-huh
,,,,,,,,,,,,,,Modern
,,,,,,,,,,,,,,Thank you for agreeing
23051&23570_B.txt,A051,B570,12,6,3,3,4,4,2,1,3,,,
,,,,,,,,,,,, What about you?,,
,,,,,,,,,,,,Uh today about the simple life uh with my partner B,,
,,,,,,,,,,,,, I'm student,
,,,,,,,,,,,,,, I'm student
,,,,,,,,,,,,,,What about you?
,,,,,,,,,,,,,,Uh today about the simple life uh with my partner B
23055&23212_A.txt,A212,B055,6,3,3,3,2,2,0,0,0,,,
23061&23200_B.txt,A200,B061,24,23,3,3,4,4,1,4,5,,,
,,,,,,,,,,,, NTA,,
,,,,,,,,,,,,, How?,
,,,,,,,,,,,,,Yeah,
,,,,,,,,,,,,,I know,
,,,,,,,,,,,,,From the book?,
,,,,,,,,,,,,,, Yeah
,,,,,,,,,,,,,,I know
,,,,,,,,,,,,,,NTA
,,,,,,,,,,,,,,How?
,,,,,,,,,,,,,,From the book?
23072&23312_B.txt,A312,B072,21,19,3,3,4,4,3,4,6,,,
,,,,,,,,,,,, NTA light?,,
,,,,,,,,,,,,Good morning,,
,,,,,,,,,,,,Simple life?,,
,,,,,,,,,,,,, I agree,
,,,,,,,,,,,,,Good morning,
,,,,,,,,,,,,,How about light?,
,,,,,,,,,,,,,Yes,
,,,,,,,,,,,,,, Good morning
,,,,,,,,,,,,,,How about light?
,,,,,,,,,,,,,,NTA light?
,,,,,,,,,,,,,,I agree
,,,,,,,,,,,,,,Simple life?
,,,,,,,,,,,,,,Yes
23073&23039_B.txt,A073,B039,19,21,3,3,4,4,6,2,8,,,
,,,,,,,,,,,, Oh good,,
,,,,,,,,,,,,NTA,,
,,,,,,,,,,,,Yeah and you,,
,,,,,,,,,,,,Depends on how person like his life or…,,
,,,,,,,,,,,,Yeah, what about you?,,
,,,,,,,,,,,,Uh what about the simple life?,,
,,,,,,,,,,,,, Thank you,
,,,,,,,,,,,,,For me doesn't important,
,,,,,,,,,,,,,, Thank you
,,,,,,,,,,,,,,For me doesn't important
,,,,,,,,,,,,,,Oh good
,,,,,,,,,,,,,,NTA
,,,,,,,,,,,,,,Yeah and you
,,,,,,,,,,,,,,Depends on how person like his life or…
,,,,,,,,,,,,,,Yeah, what about you?
,,,,,,,,,,,,,,Uh what about the simple life?
23079&23348_A.txt,A348,B079,6,5,3,3,4,4,1,1,2,,,
,,,,,,,,,,,, Yeah,,
,,,,,,,,,,,,, Okay,
,,,,,,,,,,,,,, Yeah
,,,,,,,,,,,,,,Okay
23080&23118_B.txt,A118,B080,4,5,3,3,3,3,0,0,0,,,
23081&23134_A.txt,A134,B081,7,3,3,3,1,1,0,0,0,,,
23100&23036_B.txt,A100,B036,8,8,3,3,4,4,0,0,0,,,
23114&23148_C.txt,A148,B114,7,7,3,3,5,5,3,1,4,,,
,,,,,,,,,,,, Yeah,,
,,,,,,,,,,,,You're welcome,,
,,,,,,,,,,,,Yeah Mr,,
,,,,,,,,,,,,, Okay thank you,
,,,,,,,,,,,,,, Okay thank you
,,,,,,,,,,,,,,Yeah
,,,,,,,,,,,,,,You're welcome
,,,,,,,,,,,,,,Yeah Mr
23116&23102_A.txt,A102,B116,17,19,3,3,3,3,7,5,12,,,
,,,,,,,,,,,, Yeah it's,,
,,,,,,,,,,,,Why?,,
,,,,,,,,,,,,Uh-huh,,
,,,,,,,,,,,,Hi B,,
,,,,,,,,,,,,Wow,,
,,,,,,,,,,,,Okay, nice to see you bro, thank you,,
,,,,,,,,,,,,What about you?,,
,,,,,,,,,,,,, Nice to meet you,
,,,,,,,,,,,,,Yeah,
,,,,,,,,,,,,,Hi A,
,,,,,,,,,,,,,Good, what about you?,
,,,,,,,,,,,,,Yeah because the,
,,,,,,,,,,,,,, Nice to meet you
,,,,,,,,,,,,,,Yeah
,,,,,,,,,,,,,,Hi A
,,,,,,,,,,,,,,Yeah it's
,,,,,,,,,,,,,,Why?
,,,,,,,,,,,,,,Good, what about you?
,,,,,,,,,,,,,,Uh-huh
,,,,,,,,,,,,,,Hi B
,,,,,,,,,,,,,,Wow
,,,,,,,,,,,,,,Okay, nice to see you bro, thank you
,,,,,,,,,,,,,,Yeah because the
,,,,,,,,,,,,,,What about you?
23119&23326_B.txt,A326,B119,3,6,3,3,4,4,0,1,1,,,
,,,,,,,,,,,,, Thank you,
,,,,,,,,,,,,,, Thank you
23122&23150_B.txt,A150,B122,7,6,3,3,3,3,0,1,1,,,
,,,,,,,,,,,,, You're welcome,
,,,,,,,,,,,,,, You're welcome
23143&23286_B.txt,A286,B143,9,8,3,3,4,4,4,2,6,,,
,,,,,,,,,,,, Yeah some like this one,,
,,,,,,,,,,,,Oh,,
,,,,,,,,,,,,Mm-hmm,,
,,,,,,,,,,,,Yeah same me too, okay thank you B,,
,,,,,,,,,,,,, Uh modern life,
,,,,,,,,,,,,,You're welcome,
,,,,,,,,,,,,,, Uh modern life
,,,,,,,,,,,,,,Yeah same me too, okay thank you B
,,,,,,,,,,,,,,You're welcome
,,,,,,,,,,,,,,Yeah some like this one
,,,,,,,,,,,,,,Oh
,,,,,,,,,,,,,,Mm-hmm
23144&23008_A.txt,A144,B008,7,7,3,3,4,4,2,2,4,,,
,,,,,,,,,,,, It's good,,
,,,,,,,,,,,,Alright,,
,,,,,,,,,,,,, Good yes,
,,,,,,,,,,,,,Not make people,
,,,,,,,,,,,,,, It's good
,,,,,,,,,,,,,,Good yes
,,,,,,,,,,,,,,Alright
,,,,,,,,,,,,,,Not make people
23145&23408_B.txt,A145,B408,14,11,3,3,4,4,1,1,2,,,
,,,,,,,,,,,, You're welcome,,
,,,,,,,,,,,,, Thank you A,
,,,,,,,,,,,,,, You're welcome
,,,,,,,,,,,,,,Thank you A
23148&23512_A.txt,A148,B512,9,10,3,3,4,4,4,3,7,,,
,,,,,,,,,,,, But,,
,,,,,,,,,,,,Yeah uh,,
,,,,,,,,,,,,Better than,,
,,,,,,,,,,,,It's comfortable,,
,,,,,,,,,,,,, Better than uh simple life because is more technology and easy NTA,
,,,,,,,,,,,,,Yeah,
,,,,,,,,,,,,,But the modern-but the modern life,
,,,,,,,,,,,,,, Yeah
,,,,,,,,,,,,,,But the modern-but the modern life
,,,,,,,,,,,,,,Better than uh simple life because is more technology and easy NTA
,,,,,,,,,,,,,,Better than
,,,,,,,,,,,,,,It's comfortable
,,,,,,,,,,,,,,But
,,,,,,,,,,,,,,Yeah uh
23149&23300_C.txt,A300,B149,12,12,3,3,5,5,5,5,9,,,
,,,,,,,,,,,, Sorry for interrupt you,,
,,,,,,,,,,,,Yeah,,
,,,,,,,,,,,,My friend,,
,,,,,,,,,,,,Oh have a good night my friend,,
,,,,,,,,,,,,Oh,,
,,,,,,,,,,,,, Yeah,
,,,,,,,,,,,,,Very good,
,,,,,,,,,,,,,Yeah yeah sure sure sure,
,,,,,,,,,,,,,No okay,
,,,,,,,,,,,,,Uh,
,,,,,,,,,,,,,, Sorry for interrupt you
,,,,,,,,,,,,,,Yeah
,,,,,,,,,,,,,,Very good
,,,,,,,,,,,,,,Yeah yeah sure sure sure
,,,,,,,,,,,,,,No okay
,,,,,,,,,,,,,,Uh
,,,,,,,,,,,,,,My friend
,,,,,,,,,,,,,,Oh have a good night my friend
,,,,,,,,,,,,,,Oh
23150&23093_C.txt,A093,B150,8,6,3,3,5,5,0,0,0,,,
23152&23209_A.txt,A152,B209,4,3,3,3,2,2,1,0,1,,,
,,,,,,,,,,,, Thank you,,
,,,,,,,,,,,,,, Thank you
23153&23096_B.txt,A096,B153,5,3,3,3,2,2,0,0,0,,,
23157&23202_B.txt,A157,B202,10,11,3,3,4,4,3,0,3,,,
,,,,,,,,,,,, I'm good,,
,,,,,,,,,,,,Uh hello B,,
,,,,,,,,,,,,Yes,,
,,,,,,,,,,,,,, I'm good
,,,,,,,,,,,,,,Uh hello B
,,,,,,,,,,,,,,Yes
23158&23166_A.txt,A158,B166,12,11,3,3,4,4,2,4,6,,,
,,,,,,,,,,,, Why?,,
,,,,,,,,,,,,Good,,
,,,,,,,,,,,,, Oh really?,
,,,,,,,,,,,,,Life,
,,,,,,,,,,,,,I'm good,
,,,,,,,,,,,,,Oh,
,,,,,,,,,,,,,, Oh really?
,,,,,,,,,,,,,,Why?
,,,,,,,,,,,,,,Life
,,,,,,,,,,,,,,I'm good
,,,,,,,,,,,,,,Oh
,,,,,,,,,,,,,,Good
23161&23048_A.txt,A048,B161,7,7,3,3,4,4,0,4,4,,,
,,,,,,,,,,,,, Because we can't uh do anything without internet and uh go without cars and without uh electricity,
,,,,,,,,,,,,,What?,
,,,,,,,,,,,,,I'm good,
,,,,,,,,,,,,,Thank you,
,,,,,,,,,,,,,, Because we can't uh do anything without internet and uh go without cars and without uh electricity
,,,,,,,,,,,,,,What?
,,,,,,,,,,,,,,I'm good
,,,,,,,,,,,,,,Thank you
23186&23187_A.txt,A187,B186,12,11,2,2,4,4,0,1,1,,,
,,,,,,,,,,,,, Thank you very much,
,,,,,,,,,,,,,, Thank you very much
23188&23351_A.txt,A351,B188,2,1,3,3,1,1,0,0,0,,,
23198&23392_A.txt,A392,B198,5,5,3,3,2,2,1,1,2,,,
,,,,,,,,,,,, Busy,,
,,,,,,,,,,,,, Why?,
,,,,,,,,,,,,,, Busy
,,,,,,,,,,,,,,Why?
23199&23129_B.txt,A199,B129,9,11,3,3,4,4,1,0,1,,,
,,,,,,,,,,,, Yeah,,
,,,,,,,,,,,,,, Yeah
23201&23007_B.txt,A201,B007,13,10,3,3,4,4,4,3,7,,,
,,,,,,,,,,,, And don't have electricity and uh and have NTA,,
,,,,,,,,,,,,Yeah,,
,,,,,,,,,,,,Uh-huh,,
,,,,,,,,,,,,Thank you B,,
,,,,,,,,,,,,, Thank you,
,,,,,,,,,,,,,Thank you A,
,,,,,,,,,,,,,Oh,
,,,,,,,,,,,,,, Thank you
,,,,,,,,,,,,,,Yeah
,,,,,,,,,,,,,,And don't have electricity and uh and have NTA
,,,,,,,,,,,,,,Uh-huh
,,,,,,,,,,,,,,Thank you A
,,,,,,,,,,,,,,Oh
,,,,,,,,,,,,,,Thank you B
23205&23490_A.txt,A205,B490,3,4,3,3,2,2,0,1,1,,,
,,,,,,,,,,,,, Okay thank you very much bye bye,
,,,,,,,,,,,,,, Okay thank you very much bye bye
23206&23255_A.txt,A206,B255,11,11,3,3,4,4,6,2,7,,,
,,,,,,,,,,,, Yeah,,
,,,,,,,,,,,,Why?,,
,,,,,,,,,,,,I agree,,
,,,,,,,,,,,,Yeah why?,,
,,,,,,,,,,,,Their house?,,
,,,,,,,,,,,,You know,,
,,,,,,,,,,,,, Yeah,
,,,,,,,,,,,,,Good,
,,,,,,,,,,,,,, Yeah
,,,,,,,,,,,,,,Why?
,,,,,,,,,,,,,,I agree
,,,,,,,,,,,,,,Yeah why?
,,,,,,,,,,,,,,Their house?
,,,,,,,,,,,,,,You know
,,,,,,,,,,,,,,Good
23208&23307_B.txt,A208,B307,8,4,3,3,4,4,2,0,2,,,
,,,,,,,,,,,, What about modern life, B?,,
,,,,,,,,,,,,Yeah yeah yeah, thank you,,
,,,,,,,,,,,,,, What about modern life, B?
,,,,,,,,,,,,,,Yeah yeah yeah, thank you
23214&23094_A.txt,A214,B094,2,2,3,3,2,2,0,0,0,,,
23218&23215_B.txt,A218,B215,9,10,3,3,4,4,1,2,3,,,
,,,,,,,,,,,, Ok thank you,,
,,,,,,,,,,,,, Ok with yourself for uh city live,
,,,,,,,,,,,,,Ok told you so,
,,,,,,,,,,,,,, Ok with yourself for uh city live
,,,,,,,,,,,,,,Ok told you so
,,,,,,,,,,,,,,Ok thank you
23224&23063_B.txt,A224,B063,9,7,3,3,3,4,3,0,3,,,
,,,,,,,,,,,, What about you?,,
,,,,,,,,,,,,Okay,,
,,,,,,,,,,,,Yeah,,
,,,,,,,,,,,,,, What about you?
,,,,,,,,,,,,,,Okay
,,,,,,,,,,,,,,Yeah
23225&23123_B.txt,A123,B225,21,18,3,3,4,4,3,2,4,,,
,,,,,,,,,,,, Yeah,,
,,,,,,,,,,,,Because there're many advantage,,
,,,,,,,,,,,,Thank you B,,
,,,,,,,,,,,,, Yeah,
,,,,,,,,,,,,,Thank you so much,
,,,,,,,,,,,,,, Yeah
,,,,,,,,,,,,,,Because there're many advantage
,,,,,,,,,,,,,,Thank you so much
,,,,,,,,,,,,,,Thank you B
23248&23259_A.txt,A259,B248,5,6,3,3,2,2,3,2,5,,,
,,,,,,,,,,,, No no have crime and NTA life,,
,,,,,,,,,,,,Good for health and for NTA,,
,,,,,,,,,,,,Thank you B,,
,,,,,,,,,,,,, Yeah,
,,,,,,,,,,,,,Thank you A,
,,,,,,,,,,,,,, Yeah
,,,,,,,,,,,,,,No no have crime and NTA life
,,,,,,,,,,,,,,Good for health and for NTA
,,,,,,,,,,,,,,Thank you A
,,,,,,,,,,,,,,Thank you B
23255&23066_B.txt,A255,B066,13,12,3,3,3,3,6,4,10,,,
,,,,,,,,,,,, Life no,,
,,,,,,,,,,,,Why?,,
,,,,,,,,,,,,Yeah that's,,
,,,,,,,,,,,,Hi B,,
,,,,,,,,,,,,Life like me?,,
,,,,,,,,,,,,Yeah uh il-live in a simple life something in your uh NTA,,
,,,,,,,,,,,,, Better uh life,
,,,,,,,,,,,,,Nice,
,,,,,,,,,,,,,And the garbage also,
,,,,,,,,,,,,,Uh-huh,
,,,,,,,,,,,,,, And the garbage also
,,,,,,,,,,,,,,Life no
,,,,,,,,,,,,,,Nice
,,,,,,,,,,,,,,Why?
,,,,,,,,,,,,,,Yeah that's
,,,,,,,,,,,,,,Uh-huh
